AyanBaqurMoarsmenComplete_0508,Moarsmen_on_the_Shores_(Ayan_Baqur),,,Player has completed the Ayan Baqur portion of Moarsmen on the Shores
viridianRitual3,Access_to_the_Viridian_Rise,,,quest timer
BronzeGauntletTrooperKillTask,Bronze_Gauntlet_Trooper_Kill_Task,,,kill task timer
ChampionQuest01,Elari_Wood_Bow,,,Pick up KeyKarenua - opens the Hea Raiders' chest
PickedUpDanshaKiBelongings,Dryreach_Rescue,,,Picked up DanshaKi's Belongings
aerbaxsprodigaltumerokstart,Aerbax's_Prodigal_Tumerok,,,Started Aerbaxs Prodigal Tumerok quest
TaskGrave1WightMageKilltask,Wight_Blade_Sorcerer_Kill_Task,,,White Blade Sorcerer Kill Task
JesterPart1Started,,,,quest timer
AcademeyExitTokenGiven,Training_Academy_Quest,Talk to Jonathan to Receive Exit Token,,Recived the Acadmey Exit Token
GaveWoodToNarg,Olthoi_Weapons_Quest,,,Picked up note
KireeBeaten,Clutch_of_Kings_(Kiree),,,You've beaten Kiree.
viridianRitual9,Access_to_the_Viridian_Rise,,,quest timer
gerainetome7,Geraine's_Hosts,,,quest timer
UndeadMechanismPickup8,Undead_Mechanic_Quest,,,Reign of Terror Part III - Undead Mechanism
LunnumsDisappearanceCompleted0106,Lunnum's_Disappearance,,,Track down the thief who took Lunnum. - Completed
ShellGameShellAnswer3,Clutch_of_Kings_(Keerik),,,You have seen the shell game.
ProtectionOrb,Training_Academy_Quest,Loot Protection orb from Adolescent Olthoi,2nd level of Tutorial academy,Picked up Protection Orb
ChestQuestLockedMid,,,,Opened a ChestQuestLockedMid.
MosswartExodusCloth,Bleeargh's_Gratitude,,,You found the loincloth of the first Mire Witch.
OraclePortalEntry,Nalicana's_Test,,,Flagged to enter Frozen Tomb
CrystallineMarker15x,Crystalline_Markers,,,Found 15 Crystalline Markers
MemoryGameDroppedAxe,Clutch_of_Kings_(Rehir),,,You've dropped the memory game axe.
aerbaxcitadelrewards3,Aerbax's_Citadel,,,Player has received the Empowered Greaves of the Perfect Light
GotFrozenFuryAward,Frozen_Fury,,,Player got sword
NoteDrudgeScrawledPickup,Search_for_Abmim_ibn_Ibsar_&_Mad_Star_Investigation,,,Yaraq Akyafi Quest
KillTaskAlteredDrudges_0507,Altered_Drudge_Kill_Task,,,Altered Drudges Kill Task
StartedFireGolems,Gateway_to_the_Deep,,,Fire Golem Kill Task started
fachubglendenwoodportal_flag,Facility_Hub_Quests,,,Player is flagged to use the Glenden Wood portal
KeyContactReceived,Coarse_Hide_Shirt_and_Distilled_Mana_Potions,,,You have taken the key off the Renegade Lugian's corpse.
LostLorePageCompleted_0712,Lost_Lore,,,Player has completed The Lost Lore Quest
FearFactoryStarted_0813,Fear_Factory_Quest,,,quest timer
AetheriumRaidsHighCompleted_0210,Aetherium_Raid_(High),Turn in Bright Aetherium Ore Fragment,,Turned in a Bright Aetherium Ore Fragment
EnricoWarningLetterTurnIn,Enrico's_Betrayal,Turn in A Warning,,Player has turned in A Warning letter.
GerainesLibraryCompleted0312,Mhoire_Infiltration,,,quest timer
Captive130GWI1205,Glenden_Wood_Invasion_(High),,,Started Glenden Wood Invasion High quest
PickedUpHeadHomunculus,The_Homunculus,,,You have picked up the Head of the Homunculus.
KeerikComplete,Clutch_of_Kings_(Keerik),,,You've completed the Keerik quest.
ParadoxCarapacePickup,Aerbax's_Prodigal_Olthoi,,,quest timer
TCSTurnin6,Drudge_Plan,,,Player has turned in a piece of torn scrap
KillTaskIntenseWispsCorInca,Crystalline_Adventurer,,,Intense Crystalline Wisp Kill Task Corroding and Incalescent
PICKEDUPDAILANTIUMCRYSTAL,Crystal_Minds_and_Shattered_Souls,,,Picked up a Dailantium Crystal.
TatteredPutridMoarsmanRitual_Pickup,Ritual_of_the_Blight,,,Pickup timer for Tattered Putrid Moarsman Ritual
GotPainbringerHead,The_Painbringer_Quest,,,You've looted the head of The Painbringer.
SocAugDocumentsRead,Society_Infiltration,,,Society Documents Read
GearDrudge,Bronze_Statues_Quest,,,Player has picked up a Drudge Gear and cannot pick up another for 1 day.
LinkofaFalatacotChainPickupTimer,Burun_Liberator,,,Player has picked up Link of a Falatacot Chain
stolenplatter,Thrungus_Hovels,,,Thrungus Hovels
tihnhealingmachine,Fiun_Healing_Machine_Quest,,,Healing Machine Tihn
BoyGrubGaveAhna,Putiputipuh's_Onga,,,Has the player given Tekapuapuh an Ahna?
CampEntemarreStarted,Head_of_Baron_Entemarre,,,Head of Baron Entemarre quest started
TuskMalePickUp,Male_Tusker_Tusk_Quest,,,Tusk picked up from a Male Tusker.
OfferBurunPickedUp,First_Contact,,,You have picked up the Renegade's offer to the Burun.
RegicideHusk,Elysa's_Favor_Quest,,,Player has turned in HuskRegicide
KilltaskGraveyardWightWait_1309,Graveyard_Wight_Kill_Task,,,Graveyard Wight Kill Task
OswaldStep1,,,,Finished CSI 1
PickedUpBookMoarsHighUntranslated,The_Moars,Level 60+ book,,You picked up an Untranslated Tome.
SishaltiSlithisKillCount,Sishalti_Slithis_Kill_Task,,,Sishalti Slithis Kill Counter
MowenWait,The_Legend_of_the_Tusker_Paw,,,TBD
DarkIsleFlagged,Dark_Isle_Flagging,,,Flagged to use Dark Isle portal
silverlegionchestkey,Defense_of_Zaikhal_(Silver),,,Pick Up Key for Silver Chest
SpringSkeletonGiven,Bronze_Statues_Quest,,,Player has given this spring and cannot give another for one day.
TrustBetrayalBugPickedUp0905,Of_Trust_and_Betrayal,,,Pickup timer for Grazer Bug
HoltburgAfrinDrudge1204,Alfrin's_Stolen_Supplies,Loot Drudge Robber Baron Head,,Retreive the head of the Drudge Robber Baron for Alfrin.
MarcusTalkWeek1,Portal_Space_Time_Travel,Talk to marcus in first Resonant portal,,quest timer
PickedUpJournalVitriaka,Search_for_Gareth_Dain,,,Picked up Vitriaka's Journal.
ShadowsWinterComplete1205,The_Shadows_of_Bitter_Winter,,,Shadows of Bitter Winter quest cooldown timer
AerfalleEmbossedTokenPickup,Lady_Aerfalle_Quest,Uber Lady A token from Chest,,quest timer
EmbossedAshenKeyPickup,Lady_Aerfalle_Quest,,,quest timer
FiunHealingMachineCompleted_0511,Fiun_Healing_Machine_Quest,,,Assembled Healing Machine Turn-in to Scorus
LostMessengerInterceptedQuest_Start,Lost_Messenger,,,Player has started Intercepted Note portion of Lost Messenger Quest
BackTunnelsAccess,Of_Trust_and_Betrayal,Speak to Jedeth Eckhart,,Access to the Back Tunnels dungeon granted
CowTipWait,Cow_Tipping,,,Cow Tipping Quest cooldown timer
foundjestermarker4,Jester's_Lost_Marbles,,,Found Jester Marker
guruksmasherkillcount,Guruk_Smasher_Kill_Task,,,Guruk Smasher Kill Counter
UsedPaintingTrialofHeart,Aerbax's_Prodigal_Lugian,,,Player has used the Painting in Trial of Heart
PickedUpBroodMatronTail,Olthoi_Armor,,,Picked up Brood Matron tail
VirindiIsland,Caul_Flagging,,,Singularity Island
KilltaskTumerokGladiator,Tumerok_Gladiator_Kill_Task,,,Tumerok Gladiator Kill Task
AerbaxsProdigalLugian_Flag,Aerbax's_Prodigal_Lugian,,,Player is flagged for Prodigal Lugian portion of lockbox
fachubcatacombs,Facility_Hub_Quests,,,PERMANENT - FC Mi Krau-Li's Improved Jitte Quest
GearknightInvasionHighSiphonWait_1009,Mana_Siphon_Destruction,,,Turned in an Unstable Mana Stone
jestermarbleturnin,Jester's_Lost_Marbles,,,Handed in Jesters Marbles
OnKnightTest,Knight_Test,,,Player is taking Knight Test
AtamarrIron,Atamarr_Tasks,,,AtamarrIron flag
GOTTAMIANNOTE4AWARD,Spear_of_the_Given_Heart_Quest,,,Got Tamian Note4 award
BoyGrubGotBow,Putiputipuh's_Onga,,,Has the player been given the Panaq bow?
KnightsOfKarlunComplete,Knights_of_Karlun_Quest,,,Knights Of Karlun Complete
RingMaelstrom,Singularity_Recall,,,You've picked up one of the Dark Rings.
ChestQuestUnlockedLowDrudgeHideout,Alfrin's_Stolen_Supplies,Open Runed Chest in Drudge Hideout,In room with Drudge Robber Baron,Opened a ChestQuestUnlockedLowDrudgeHideout.
DryreachPrisonBreakQuest,Dryreach_Rescue,,,Dryreach Prison Break
EnhancingMucor_Repeat,Enhancing_Mucor,,,Player has completed the Enhancing Mucor Quest before
PickedUpBroodQueenMetathorax,Olthoi_Armor,,,Picked up Brood Queen Metathoraxr
PICKEDUPVALARACRYSTAL,Crystal_Minds_and_Shattered_Souls,,,picked up 2nd crystal
HizkRiEntrance1,The_Temple_of_Hizk_Ri,,,So far so good you have one part of the entrance exam right!
KillTaskTormentedShadowsStarted,Rynthid_Artifact_Collection,,,quest timer
PauldronLugian,"Arm,_Mind,_Heart_Quest",,,Lugian Commander Trophy
GOTTAMIANJOURNALAWARD,Spear_of_the_Given_Heart_Quest,,,Got Tamian Journal Award
NoteBurunHistory3,Burun_History,,,You have learned a little about Burun History.
OlthoiHunting6,Eviscerator_Pincer_Quest,,,Olthoi Hunting 6
BurunLiberator_Repeat,Burun_Liberator,,,Player has completed Burun Liberator Quest once
frozendreadkillcount,Frozen_Dread_Kill_Task,,,Frozen Dread Kill Counter
SpokenToKielerea,Non-Quest,,,You've talked to Kielerea.
CowTipCounter,Cow_Tipping,,,Counter for how many cows Player has tipped
EnricoUncleLetterTurnIn,Enrico's_Betrayal,Turn in My Dear Uncle,,Player has turned in To My Dear Uncle letter.
templeofxikminru,The_Temple_of_Xik_Minru,,,Picked up Aurulent Key
GwillimAlchemyBag,Feud_of_Neydisa_and_Bandit_Castle,,,Gwillim's Alchemy Bag
MessengersCollar_Repeat,Messenger's_Collar_Quest,,,Player has completed Messengers Collar quest at least once.
NutBoltGrievver,Bronze_Statues_Quest,,,Player has picked up a Griever nuts and bolts and cannot pick up another for 1 day.
TempleCunningChosen,The_Temple_of_Ixir_Zi,,,Player has been chosen to solve the Cunning puzzle.
UniformRegicidePickup,Elysa's_Favor_Quest,,,Player has picked up UniformRegicide.
elysashopepickuptimer,Black_Death_Catacombs_Quiddity_Seed_Quest,,,Picked up Elysas Hope
TowerGuardianRepairs_Completed,Asheron's_Tower_Guardian,,,Player has completed Tower Guardian Repairs
HarbingerRaiseLeadership,Harbinger,,,I want to raise this skill.
KillTaskCrystallineWisps10109,Crystalline_Killer,,,Crystalline Wisp Kill Task
YaraqKnifeCoveApple1204,Lubziklan_al-Luq's_Stolen_Goods,,,Sea Temple Catacombs Quest
DireChampMonouga,Dire_Champions,,,Player has killed Dire Champion Monouga.
foundjestermarker6,Jester's_Lost_Marbles,,,Found Jester Marker
GauntletStage4Complete,Gauntlet,,,Player completed Stage 4 in Gauntlet.
SouthernResonatingCrystalFlag,Southern_Shroud_Cabal,,,Player has turned in the Southern Resonator
Feb01CLQuest8,Hieromancer's_Armor,,,Globe of Auberean
folthidshardpickup,Asheron's_Departure_Lower,,,Ancient Shard of Metal picked up from a Large Chest.
LunnumsReturnComplete1006,Lunnum's_Return,,,Player has completed Lunnums Return
BlankAugLuminanceTimer_0511,Non-Quest,Turn in Luminance Aug Token to Nalicana,"Must say yes and spend the lum, saying no does not give the qb",Cooldown timer for Augmentation Gem turn-in
PickedUpNecklaceShadowStone,Dark_Towers,,,You've picked up the Shadow Stone Necklace.
ScallywagNoir1,Noir_Assassination_Investigation,,,You've spoken to Jake.
SirCoretto,Knights_of_Karlun_Quest,,,Knights of Karlun - Sir Ginazio
TCSTurnin11,Drudge_Plan,,,Player has turned in a piece of torn scrap
FurgalMushroomStarted,Non-Quest,Talk to Furgal in Bur,,Player has talked to Furgal
GuardianoftheDeruTrees_StartShard,Guardian_of_the_Deru_Trees_of_Marae_Lassel,,,Player has turned in the Royal Jelly for Guardian of the Deru Trees of Marae Lassel quest.
progenitorcrystal3pickup,Crystalline_Adventurer,,,Picked up Progenitor Crystal
LostPetQuestCompleted0805,Lost_Pet,Turn in Darling's Collar,,Lost Pet Completed
PickedUpNoteBethelCultist,The_Caliginous_Bethel,,,You've picked up Jaeget's Journal.
RecallTuskerIsland,The_Legend_of_the_Tusker_Paw,,,Received the spell to return to Tusker Island.
JTMStarted_0613,,,,quest timer
ChampionKillQuest2,Elari_Wood_Bow,,,Kill Hea Temenua
ColorPuzzleBallPickedUp,Clutch_of_Kings_(Kiree),,,You have picked up a colored ball.
GearknightInvasionSquireKillWait_0513,Gear_Knight_Squire_Kill_Task,,,Direlands Invasion Gear Squire kill task timer
gurukbasherkillcount,Guruk_Basher_Kill_Task,,,Guruk Basher Kill Counter
RitualHuntRepeat_0311,Dericost_Ritual_Investigation,,,Player has already done Dericost Ritual Investigation before
viridianRitual4,Access_to_the_Viridian_Rise,,,quest timer
caligaegis,Sepulcher_of_Nightmares,,,Caliginous Aegis
HeartofArchmageAigonne_TurnIn,Grael's_Summoning_Chamber,,,PLayer has turned in the Heart of Archmage Aigonne
OnGolemCoralViceroySlayerQuest,Coral_Golem_Viceroy_Kill_Task,,,You are on the Mud Golem Sludge Lord Slayer Quest
PickedUpLedger0806,,,,quest timer
TaskSpawnPoolsStarted,Moarsman_Spawning_Pools,,,TaskSpawnPoolsStarted
BagPuzzleCanGetHintMarble,Clutch_of_Kings_(Reeshan),Speak to Instructions,,You can get a hint marble.
CollectorAlchemyGhaNewbie,Crafter_Quest,,,You have turned in a newbie alchemy arts&crafts item.
CrystallineMarkersFound,Crystalline_Markers,,,Crystalline Markers Found by Player
chestblackmarrowgatewayshemza0205,Gateway_to_the_Deep,,,You have opened this chest already.
clawofthehopeslayerpickuptimer,Ithaenc_Quiddity_Seed_Quest,,,Picked up Claw of the Hopeslayer
copperlegiondoorkey,Defense_of_Zaikhal_(Copper),,,Pick Up Key for Door to Copper Legion
LiazkBeaten,The_Temple_of_Liazk_Itzi,,,Player defeated the tests of Liazk Itzi's Temple.
BlessedCaveReachedEnd,Releasing_the_Light,,,quest timer
BroodMotherThreeDead,Moarsman_Spawning_Pools,,,BroodMotherThreeDead
IkzisikTikaRiZikmaFlag,Messenger's_Collar_Quest,,,Player equipped Messengers Collar
FragofYajasArmPickupTimer,Yaja's_Reach_Quest,,,Player has picked up Fragment of Yajas Arm
MagicItemTraining6,Bleeargh's_Gratitude,,,You have been blessed by Bleeargh to learn item enchantment.
ShoushiStoneDetachment,Four_Stones_of_Jojii,Pick up Stone of Detachment,,Stone of Detachment Quest
GromnieToothpickAsh,Glenden_Wood_Crafters,,,You have been granted experience into your fletching skill.
spearofbaranaith,The_Shadows_of_Bitter_Winter,,,Spear of Baranaith pickup timer
GolemCoralViceroySlayerQuest,Coral_Golem_Viceroy_Kill_Task,,,You are on the Mud Golem Sludge Lord Slayer Quest
OnLordTest,Lord_Test,,,Player is taking Lord Test
HeartofArchmageAigonne_Pickup,Grael's_Summoning_Chamber,,,Player has picked up the Heart of Archmage Aigonne
ReeshanBeaten,Clutch_of_Kings_(Reeshan),,,You've beaten Reeshan.
AerbaxChestKey2Pickup,,,,Picked up the second Aerbax Key.
Feb01CLQuest6,Hieromancer's_Armor,,,Lightweight Tome
GeraineStudyBookPickup,Mhoire_Infiltration,,,quest timer
gerainetome5,Geraine's_Hosts,,,quest timer
ShimShimRight,Oswald's_Dirk_Quest,,,Correct answer on Shim Shim
UndeadMechanismPickup13,Undead_Mechanic_Quest,,,Reign of Terror Part III - Undead Mechanism
GemImpulse,Gem_of_Impulse_Quest,,,Xarabydun Impulse Gem
RoadsComplete,Soul_Stone_Quest,,,You complete the first task set forth by Nuhmudira.
HighPriestFirstDead,High_Priest_of_T'thuun_Kill_Task,,,HighPriestFirstDead
NecklaceOfTheElementsStarted,Necklace_of_the_Elemental_Adepts_Quest,,,Necklace Of The Elements quest started
rarecrystallineshardturnin,Crystalline_Adventurer,,,Turned in Rare Crystalline Shard
ForgeEssenceWestAcquired1204,Crafting_Forges_(High),,,You have picked up the Western Forge Essence
JTMKeyPickup_0613,,,,quest timer
KillTaskCrystallineWisps10109Wait,Crystalline_Killer,,,Crystalline Wisp Kill Task
ColoR15Completed,Advanced_Colosseum_Arena,,,Player Beat (and used exit portal) Colo Arena Room 15
FineMetalScrapsPickup,Halaetan_Beach_Camps,,,FineMetalScraps Timer
QuiddityFragSouth,Quiddity_Orb_Quest,,,1 piece of the purple fragment of pulsing energy.
TanadaHouseofMetal_Flag,Tanada_House_of_Earth_Quest,,,Player flag for Tanada House of Metal Portal
CrimsonRuby4,Silifi_of_Crimson_Stars_Quest,,,Crimson Ruby 4
RoadsHevkLoz,Soul_Stone_Quest,,,You have spoken to Hevk Loz.
BurFlagged(Motes),Asheron's_Trail,,,One of three flags for 1-79 Portal to Bur
OlthoiHunting4,Soldier_Pincer_Quest,,,Olthoi Hunting 4
HouseStatueMosswartGiven,Bronze_Statues_Quest,,,Player has given received this house statue and can't get another one for a week.
RenegadeLockpicks,Carved_Gemstone_Lockpicks_Quest,,,You have opened the chest containing Lockpicks.
AerfalleTokenPickup,Lady_Aerfalle_Quest,Low Lady A Token,,quest timer
GrievverSilk,Flags,,,Player has picked up some Grievver Silk and cannot pick up more for 2 weeks.
PICKEDUPSOULSHATTERCRYSTAL,Crystal_Minds_and_Shattered_Souls,,,picked up 3rd crystal
DeepPlaces1,Olthoi_Chasm_Quest,,,You've picked up the first note in Olthoi Tunnels.
GromnieToothbrushRust,Glenden_Wood_Crafters,,,You have been granted experience into your cooking skill.
Eaterpit,Knights_of_Karlun_Quest,,,Eater pit flagged
GearknightInvasionHighSiphonStart_1009,Mana_Siphon_Destruction,,,Mana Siphon Destruction Started
PoleNoir1PickUp,Noir_Assassination_Investigation,,,You've picked up the broken fishing pole.
TanadaHouseofFireStarted,Tanada_House_of_Fire_Quest,,,Player has started Tanada House of Fire Quest
GeowulfJournal1,The_Temple_of_Xik_Minru,,,Timer for Geowulf's Journal Logs 1-2
JacobsAxePickup,Jacob's_Axe_Quest,,,Picked Up Jacob's Axe
pyrealmotewaigiven,Metos_Motes,,,Pyreal Mote in Wai Jhou Halls of Metos given.
shadeofduleportal,Ithaenc_Quiddity_Seed_Quest,,,Flag to use Shade of Dule to summon portal
GromnieToothbrushSable,Glenden_Wood_Crafters,,,You have been granted experience into your cooking skill.
KilltaskGraveyardWisp_1309,Graveyard_Wisp_Kill_Task,,,Graveyard Wisp Kill Task
HeadFazendaTerror,Farmer_Kao's_Plea_for_Help,,,Picked Up Fazenda Terror's Head
RoadsTask1,Soul_Stone_Quest,,,You complete the first task set forth by Nuhmudira.
voidcrystalflag,Collegium_Occultus_Ring_Quest,,,Flagged for entering Collegium Occultus dungeon
AugmentationBlankGemAcquired,Aug_Gem:_Sir_Bellas,Loot Aug Gem from Bellas,,Blank Aug Gem Pickup Timer
platearmoredillokillcount,Plate_Armoredillo_Kill_Task,,,Plate Armoredillo Kill Counter
TanadaHouseofStone_Flag,Tanada_House_of_Earth_Quest,,,Player flag for Tanada House of Stone Portal
BarbaricMukkirlordHead_Pickup,Mukkir_Nest_Quest,Loot Barbaric Mukkir Nest-Lords's Head,,Player has picked up Barbaric Mukkir Nest-lord's Head.
TempleEnlightenmentBistort,Attribute_and_Skill_Redistribution,,,Skill sellback quest.
BloodGemBlueAcquired0805,Ricardo's_Blood_Gem,,,Ricardo's Blood Gem - Blue
GenesisStarted_0813,Rynthid_Foothold,,,quest timer
inscribedpurplegem,Asheron's_Departure_Lower,,,Inscribed Purple gem
MonthlyQuestBiWeeklyOne0710,Monthly_Explorer_Society_Quests,,,Player has completed the Biweekly Monthly Explorer Society Quest.
AxeBrogordQuest,Brogord's_Demise,Loot Brogord's Axe,,Axe Brogord Quest
FoundSeantheSpeedy,Dereth_Exploration,,,Sean the Speedy found.
GolemGlacialMargraveSlayerQuest,Glacial_Golem_Margrave_Kill_Task,,,You are on the Mud Golem Sludge Lord Slayer Quest
MonthlyQuestMonthlyOne0710,Monthly_Explorer_Society_Quests,,,Player has completed the Monthly Monthly Explorer Society Quest.
PickedUpEntemarresHead,Head_of_Baron_Entemarre,,,Picked up Baron Entemarres Head
RynthidArtifactsStarted_0813,Rynthid_Artifact_Collection,,,quest timer
NumberPuzzleCompleted,Clutch_of_Kings_(Broodu),,,You've compleated the Clutch of Kings number puzzle.
CoilZharalim,Bronze_Statues_Quest,,,Player has picked up a Zharalim coil and cannot pick up another for 1 day.
NutBoltShadowGiven,Bronze_Statues_Quest,,,Player has given this spring and cannot give another for one day.
chestchorizite48773,Count_Phainor's_Amulet,,,Used Chorizite Chest in Count Phainors Tomb
PickedUpNoteBethelBrother,The_Caliginous_Bethel,,,You've picked up Bewren's Journal.
CompletedTempleIxirZi,The_Temple_of_Ixir_Zi,,,Player has defeated the Temple of Ixir Zi.
DELIVEREDCHRYSOBERYL,Gift_Box_Quest,,,Delivered Chryoberyl
GOTDEC2002DECORATION,,,,Recieved Decoration.
YaraqCiderHardCoveApple1204,Lubziklan_al-Luq's_Stolen_Goods,,,Sea Temple Catacombs Quest
GearKnightConstructionTurnInsKaytin,Gear_Knight_Construction,,,Number of gear knight parts handed to Kaytin
KillTaskRynthidSorcererCompleted0813,Kill:_Rynthid_Sorcerers,,,quest timer
defenseofzaikhalroyalblood,Defense_of_Zaikhal_(Platinum),,,Royal Blood Pickup Timer - Defense of Zaikhal Platinum
RedFireInfusion,Non-Quest,,,Red Fire SOLL Infusion
crystallineshardturnin,Crystalline_Adventurer,,,Turned in Crystalline Shard
fachubeasthamportals_flag,Facility_Hub_Quests,,,Player is flagged to use the portals in the Eastham wing of Facility Hub
HeaBoneTreatyTurnin,Hea_Bone_and_Hide_Shirt_Quest,"Dont kill Hagra, talk to then turn in to Hea Kassoka",,Timer for turning in Hagras Treaty
progenitorcrystal1pickup,Crystalline_Adventurer,,,Picked up Progenitor Crystal
VirindiMessageShardPickupTimer,,,,Pick up timer for Virindi Message Shard
BurunLiberator_Wait,Burun_Liberator,,,Player wait timer for Burun Liberator Quest
CollectorFletchingShoLow,Crafter_Quest,,,You have turned in a Low fletching arts&crafts item.
DarkIdolsCompleted,Fetish_of_the_Dark_Idols_Quest,,,You've completed the Dark Idols quest.
GreenMireCuirassQuest,Green_Mire_Grave_Quest,,,Picked Up Broken Green Mire Cuirass
GromnieToothpickEbon,Glenden_Wood_Crafters,,,You have been granted experience into your fletching skill.
UndeadMechanismPickup14,Undead_Mechanic_Quest,,,Reign of Terror Part III - Undead Mechanism
TURNEDINJEWELEMERALDHAUNTEDMANSION,Frest_Greelving's_Haunted_Mansion,,,Player turned in jewel
BlackSpearIceTotemStarted,The_Black_Spear_Ice_Totem,Speak to Arialle or Kalakh,Doesn't seem to be different qb for other NPC,Player has started the Black Spear Ice Totem Quest
BloodPuzzleCompleted,Clutch_of_Kings_(Browerk),,,You've compleated the Clutch of Kings blood puzzle.
GoldInvaderLordHelm,Defense_of_Zaikhal_(Gold),,,Timer for Gold Lord Helm
ShrineofBlackWater_Flag,Tanada_Temple_of_Black_Water_Quest,,,Player flag to use the Shrine of Black Water
TCSTurnin7,Drudge_Plan,,,Player has turned in a piece of torn scrap
ChampionQuest05,Hunt_for_Aun_Tuperea,Loot Crop End from Aun Tuperea,,Pick up CropTuperea2
FreebooterKillTaskBoss2Wait0809,Moarsmen_Jailbreak,,,Large Blessed Moarsman Kill Task
UntransGraelRebellionPickup,Grael's_Rage,,,Picked Up Untranslated Grael Rebellion
essenceofstrifepickup,Essence_Recovery,,,Essence of Strife pickup timer
Feb01CLQuest1,Hieromancer's_Armor,,,Unkindled Thaumaturgic Girth
KeyJalehTaken,Heart_of_Innocence_Quest,,,You got the key to open Jaleh's Chest
KilltaskGraveyardGraveRatWait_1107,Grave_Rat_Kill_Task,,,Grave Rat Kill Task
PasswordVitriaka,Search_for_Gareth_Dain,,,Have Vitriaka's password.
SanamarFlagged,,,,Sanamar flagged
AndrilosLivesExtraXP,Lunnum's_Disappearance,,,Player let Andrilos Live
EmptySoulCrystal,Path_of_the_Jojii_Adherent,,,You've received the Crystals for Empty Soul.
IshaqsLostKeyPickedUpNotes1204,Ishaq's_Lost_Key_Quest,,,You've picked up Ishaq's notes. For shame!
NoteBurunHistory6,Burun_History,,,You have learned a little about Burun History.
occultusringtimer,Collegium_Occultus_Ring_Quest,,,Collegium Occultus Ring pickup timer
InfiltrationRobeAcquired0205,Balor's_Rescue,,,You acquired the Shadow Lugian robe.
KnorrWait,Halls_of_Knorr,,,Waiting time before returning to Knorr
AccessBoss7,Colosseum_Arena,Complete Round 7,,Player entered Arena 7
DireChampDailyTokenCounter,Dire_Champions,,,"Player counter for 100 tokens turned in to Aun Javhalrea, the Game Warden to start wait."
LugianBladeHeart,"Arm,_Mind,_Heart_Quest",,,Lugian Blade of the Heart
PickedUpGemPortalSunkenMereNewbie,The_Moars,,,You picked up an Adjanite Gem.
YaraqAppleCovePerfect1204,Lubziklan_al-Luq's_Stolen_Goods,,,Sea Temple Catacombs Quest
askedzhofirst,Disturbance_in_the_Ley_Lines,Speak to Zho Heishan,Not sure if requires you not to talk to Lacarra,Spoke to Zho First
HizkRiEntrance4,The_Temple_of_Hizk_Ri,,,So far so good you have one part of the entrance exam right!
JournalHighArchonKraest,Sepulcher_of_Nightmares,,,Pickup Flag for Journal of Kraest
KilltaskShoguthMoarsman,Shoguth_Moarsman_Kill_Task,,,Shoguth Moarsman Kill Task
RTWStarted_1013,Defeating_the_Curator_of_Torment,,,quest timer
TomeNightmareSepulcher_0805,Sepulcher_of_Nightmares,,,Contract Repeat timer for Sepulcher of Nightmares
GromnieToothpasteRust,Glenden_Wood_Crafters,,,You have been granted experience into your alchemy skill.
ColoR7Completed,Advanced_Colosseum_Arena,,,Player Beat (and used exit portal) Colo Arena Room 7
NovQuest5,,,,Novemeber Quest 5
EFULEastManaFieldUsed,Aetheria_Quest,,,Used Aligned Mana Stone in EF Upper Level East Aetheria Mana Field
LabPortalGem120,Monouga_Laboratory,,,Player has turned in Monouga Laboratory Portal Attunement Gem to 120+ Bell
PlayerReceivedRossuMortaToken,Grael's_Summoning_Chamber,,,Check to see if player has already received Rossu Morta Token
TempleForgetfulnessDamiana,Attribute_and_Skill_Redistribution,,,Skill sellback quest.
BroodMotherOneDead,Moarsman_Spawning_Pools,,,BroodMotherOneDead
ColoR16Completed,Advanced_Colosseum_Arena,,,Player Beat (and used exit portal) Colo Arena Room 16
GromnieToothpasteBrass,Glenden_Wood_Crafters,,,You have been granted experience into your alchemy skill.
olthoiripperkillcount,Olthoi_Ripper_Kill_Task,,,Olthoi Ripper Kill Counter
PickedUpBookMoarsExtremeUntranslated,The_Moars,Level 80+ book,,You picked up an Untranslated Tome.
viridianFlag,Access_to_the_Viridian_Rise,,,quest timer
OracleLuminanceRewardsAccess_1110,Nalicana's_Test,,,Flagged to earn Luminance
OswaldLair,Oswald's_Dirk_Quest,,,Gained access to Oswald's Lair
stolenbrewkettle,Thrungus_Hovels,,,Thrungus Hovels
TowerDungeonAccess,,,,got access to tower portal
TumerokVanguardAmulet,Tumerok_Vanguard_Outposts,,,Tumerok Vanguard Amulet
BookFalatacotWay,,,,Player has received a copy of the Falatacot Way.
Completed_GWI130_1205,Glenden_Wood_Invasion_(High),,,Completed Glenden Wood Invasion High quest
beacongemobtained,The_Beacon,Speak to Elena Du Furza,,Cooldown for obtaining another beacon gem
HandofBlightfinger_Pickup,Tentacles_of_T'thuun,,,Player has picked up Hand of Blightfinger
WritingJhongMiBQuest,The_Writings_of_Jhong_Mi,,,Writing Jhong MiB Quest
AccessAtlansLaboratory,Shadowfire_Stone_Quest,Give Translated Book to Ciandra in Xarabydun,,Access granted to the Atlan's Laboratory
OlthoiHunting2,Gardener_Pincer_Quest,,,Olthoi Hunting 2
CoralTowerBlueDead,Coral_Tower_Destroyer,,,CoralTowerBlueDead
DireChampToken_First,Dire_Champions,,,Player has turned in their first Token.
ExplorationMarkersFoundInGroupF,Dereth_Exploration,,,Amount of Group F Exploration Markers found.
